prov_title,quiz_name,question_count,question_text,question_img,choise_header,choise_text,choise_img,correct_answer,questiondescription_img,questiondescription_txt
"Högskoleprovet HT 2013","kvantitativ 1",1,"Vad är \[1 + \frac{1}{2} \cdot \frac{1}{3}\]","","A","3/6","","True","",""
"Högskoleprovet HT 2013","kvantitativ 1",1,"Vad är \[1 + \frac{1}{2} \cdot \frac{1}{3}\]","","B","7/6","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",1,"Vad är \[1 + \frac{1}{2} \cdot \frac{1}{3}\]","","C","6/5","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",1,"Vad är \[1 + \frac{1}{2} \cdot \frac{1}{3}\]","","D","7/5","","False","",""

"Högskoleprovet HT 2013","kvantitativ 1",2,"Maria kan köra 350 km på 19 liter bensin. Vilket samband visar hur många liter bensin (L) Marias bil förbrukar på 1 710 km?","","A","\[\frac{19}{350} = \frac{L}{1710}\]","","True","",""
"Högskoleprovet HT 2013","kvantitativ 1",2,"Maria kan köra 350 km på 19 liter bensin. Vilket samband visar hur många liter bensin (L) Marias bil förbrukar på 1 710 km?","","B","\[\frac{19}{L} = \frac{1710}{350}\]","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",2,"Maria kan köra 350 km på 19 liter bensin. Vilket samband visar hur många liter bensin (L) Marias bil förbrukar på 1 710 km?","","C","\[\frac{L}{350} = \frac{1710}{19}\]","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",2,"Maria kan köra 350 km på 19 liter bensin. Vilket samband visar hur många liter bensin (L) Marias bil förbrukar på 1 710 km?","","D","\[\frac{19}{350} = \frac{1710}{L}\]","","False","",""

"Högskoleprovet HT 2013","kvantitativ 1",3,"a, b och c är tre positiva heltal så att \[a \cdot b = 22 \: och \: b \cdot c = 26\]. Vilket svarsalternativ är ett möjligt värde för a + b + c","","A","22","","True","",""
"Högskoleprovet HT 2013","kvantitativ 1",3,"a, b och c är tre positiva heltal så att \[a \cdot b = 22 \: och \: b \cdot c = 26\]. Vilket svarsalternativ är ett möjligt värde för a + b + c","","B","24","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",3,"a, b och c är tre positiva heltal så att \[a \cdot b = 22 \: och \: b \cdot c = 26\]. Vilket svarsalternativ är ett möjligt värde för a + b + c","","C","26","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",3,"a, b och c är tre positiva heltal så att \[a \cdot b = 22 \: och \: b \cdot c = 26\]. Vilket svarsalternativ är ett möjligt värde för a + b + c","","D","48","","False","",""

"Högskoleprovet HT 2013","kvantitativ 1",4,"Vad gäller för x och y om 6 procent av x är lika med 5 procent av y, där både x och y är större än noll?","","A","x > y","","True","",""
"Högskoleprovet HT 2013","kvantitativ 1",4,"Vad gäller för x och y om 6 procent av x är lika med 5 procent av y, där både x och y är större än noll?","","B","x < y","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",4,"Vad gäller för x och y om 6 procent av x är lika med 5 procent av y, där både x och y är större än noll?","","C","x = y","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",4,"Vad gäller för x och y om 6 procent av x är lika med 5 procent av y, där både x och y är större än noll?","","D","5x = 6y","","False","",""

"Högskoleprovet HT 2013","kvantitativ 1",5,"Vad är \[1 + \frac{x \cdot 3 \cdot 9}{100 \cdot 12} \]","","A","1 200","","True","",""
"Högskoleprovet HT 2013","kvantitativ 1",5,"Vad är \[1 + \frac{x \cdot 3 \cdot 9}{100 \cdot 12} \]","","B","2 700","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",5,"Vad är \[1 + \frac{x \cdot 3 \cdot 9}{100 \cdot 12} \]","","C","3 600","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",5,"Vad är \[1 + \frac{x \cdot 3 \cdot 9}{100 \cdot 12} \]","","D","97 200","","False","",""


"Högskoleprovet HT 2013","kvantitativ 1",6,"ABCD är en kvadrat med sidan 10 cm. Cirkelbågen AC utgör en fjärdedel av en cirkel med medelpunkten i D. Vad är arean av det skuggade området som begränsas av diagonalen AC och cirkelbågen AC?","images/2013-ht/kvant-1-fråga-6.png","A","\[(25\pi - 25) \, \text{cm}^2\]","","True","",""
"Högskoleprovet HT 2013","kvantitativ 1",6,"ABCD är en kvadrat med sidan 10 cm. Cirkelbågen AC utgör en fjärdedel av en cirkel med medelpunkten i D. Vad är arean av det skuggade området som begränsas av diagonalen AC och cirkelbågen AC?","images/2013-ht/kvant-1-fråga-6.png","B","\[(25\pi - 50) \, \text{cm}^2\]","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",6,"ABCD är en kvadrat med sidan 10 cm. Cirkelbågen AC utgör en fjärdedel av en cirkel med medelpunkten i D. Vad är arean av det skuggade området som begränsas av diagonalen AC och cirkelbågen AC?","images/2013-ht/kvant-1-fråga-6.png","B","\[(50\pi - 50) \, \text{cm}^2\]","","False","",""
"Högskoleprovet HT 2013","kvantitativ 1",6,"ABCD är en kvadrat med sidan 10 cm. Cirkelbågen AC utgör en fjärdedel av en cirkel med medelpunkten i D. Vad är arean av det skuggade området som begränsas av diagonalen AC och cirkelbågen AC?","images/2013-ht/kvant-1-fråga-6.png","B","\[(50\pi - 100) \, \text{cm}^2\]","","False","",""

"Högskoleprovet HT 2013","kvantitativ 1",7,"Hur många primtal finns det mellan 40 och 50","","A","2","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",7,"Hur många primtal finns det mellan 40 och 50","","B","3","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",7,"Hur många primtal finns det mellan 40 och 50","","C","4","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",7,"Hur många primtal finns det mellan 40 och 50","","D","5","","False",""


"Högskoleprovet HT 2013","kvantitativ 1",8,"En låda i form av ett rätblock har volymen \[12 \, \text{dm}^3\]. Vilken volym får lådan om längden av alla kanter halveras?","","A","\[1,5 \, \text{dm}^3\]","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",8,"En låda i form av ett rätblock har volymen \[12 \, \text{dm}^3\]. Vilken volym får lådan om längden av alla kanter halveras?","","B","\[2 \, \text{dm}^3\]","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",8,"En låda i form av ett rätblock har volymen \[12 \, \text{dm}^3\]. Vilken volym får lådan om längden av alla kanter halveras?","","C","\[3 \, \text{dm}^3\]","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",8,"En låda i form av ett rätblock har volymen \[12 \, \text{dm}^3\]. Vilken volym får lådan om längden av alla kanter halveras?","","D","\[6 \, \text{dm}^3\]","","False",""


"Högskoleprovet HT 2013","kvantitativ 1",9,"Vad är medelvärdet av 7/8 och -3/4?","","A","1/16","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",9,"Vad är medelvärdet av 7/8 och -3/4?","","B","1/8","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",9,"Vad är medelvärdet av 7/8 och -3/4?","","C","1/4","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",9,"Vad är medelvärdet av 7/8 och -3/4?","","D","1/2","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",10,"Vad är \[\frac{1 - x}{xy}\text{ om } xy \neq 0\]","","A","\[\frac{1}{x} - \frac{1}{xy}\]","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",10,"Vad är \[\frac{1 - x}{xy}\text{ om } xy \neq 0\]","","B","\[\frac{1}{y} - \frac{1}{xy}\]","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",10,"Vad är \[\frac{1 - x}{xy}\text{ om } xy \neq 0\]","","C","\[\frac{1}{xy} - \frac{1}{x}\]","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",10,"Vad är \[\frac{1 - x}{xy}\text{ om } xy \neq 0\]","","D","\[\frac{1}{xy} - \frac{1}{y}\]","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",11,"I en låda finns det 3 gånger så många äpplen som päron och 9 gånger så många päron som bananer. Om x är antalet äpplen, vilket uttryck motsvarar då det totala antalet frukter i lådan?","","A","13x","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",11,"I en låda finns det 3 gånger så många äpplen som päron och 9 gånger så många päron som bananer. Om x är antalet äpplen, vilket uttryck motsvarar då det totala antalet frukter i lådan?","","B","31x","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",11,"I en låda finns det 3 gånger så många äpplen som päron och 9 gånger så många päron som bananer. Om x är antalet äpplen, vilket uttryck motsvarar då det totala antalet frukter i lådan?","","C","\[\frac{13}{3}x\]","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",11,"I en låda finns det 3 gånger så många äpplen som päron och 9 gånger så många päron som bananer. Om x är antalet äpplen, vilket uttryck motsvarar då det totala antalet frukter i lådan?","","D","\[\frac{37}{27}x\]","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",12,"En undersökning på en arbetsplats visade att 47 % av de anställda kunde tyska och 43 % kunde franska, medan 40 % varken kunde tyska eller franska. Hur stor andel av de anställda kunde både tyska och franska?","","A","10%","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",12,"En undersökning på en arbetsplats visade att 47 % av de anställda kunde tyska och 43 % kunde franska, medan 40 % varken kunde tyska eller franska. Hur stor andel av de anställda kunde både tyska och franska?","","B","20%","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",12,"En undersökning på en arbetsplats visade att 47 % av de anställda kunde tyska och 43 % kunde franska, medan 40 % varken kunde tyska eller franska. Hur stor andel av de anställda kunde både tyska och franska?","","C","30%","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",12,"En undersökning på en arbetsplats visade att 47 % av de anställda kunde tyska och 43 % kunde franska, medan 40 % varken kunde tyska eller franska. Hur stor andel av de anställda kunde både tyska och franska?","","D","50%","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",13,"Kvantitativa Jämförelser","images/2013-ht/kvant-1-fråga-13.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",13,"Kvantitativa Jämförelser","images/2013-ht/kvant-1-fråga-13.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",13,"Kvantitativa Jämförelser","images/2013-ht/kvant-1-fråga-13.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",13,"Kvantitativa Jämförelser","images/2013-ht/kvant-1-fråga-13.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",14,"x procent av y är lika med z procent av w.","images/2013-ht/kvant-1-fråga-14.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",14,"x procent av y är lika med z procent av w.","images/2013-ht/kvant-1-fråga-14.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",14,"x procent av y är lika med z procent av w.","images/2013-ht/kvant-1-fråga-14.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",14,"x procent av y är lika med z procent av w.","images/2013-ht/kvant-1-fråga-14.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",15,"Kvadraten ABCD är inritad i en cirkel. Punkten D är cirkelns medelpunkt. Punkterna B och P ligger på cirkeln.","images/2013-ht/kvant-1-fråga-15.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",15,"Kvadraten ABCD är inritad i en cirkel. Punkten D är cirkelns medelpunkt. Punkterna B och P ligger på cirkeln.","images/2013-ht/kvant-1-fråga-15.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",15,"Kvadraten ABCD är inritad i en cirkel. Punkten D är cirkelns medelpunkt. Punkterna B och P ligger på cirkeln.","images/2013-ht/kvant-1-fråga-15.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",15,"Kvadraten ABCD är inritad i en cirkel. Punkten D är cirkelns medelpunkt. Punkterna B och P ligger på cirkeln.","images/2013-ht/kvant-1-fråga-15.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",16,"x = -y","images/2013-ht/kvant-1-fråga-16.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",16,"x = -y","images/2013-ht/kvant-1-fråga-16.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",16,"x = -y","images/2013-ht/kvant-1-fråga-16.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",16,"x = -y","images/2013-ht/kvant-1-fråga-16.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",17,"Kvantitativ jämförelse graf","images/2013-ht/kvant-1-fråga-17.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",17,"Kvantitativ jämförelse graf","images/2013-ht/kvant-1-fråga-17.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",17,"Kvantitativ jämförelse graf","images/2013-ht/kvant-1-fråga-17.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",17,"Kvantitativ jämförelse graf","images/2013-ht/kvant-1-fråga-17.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",18,"Kvantitativ jämförelse potens","images/2013-ht/kvant-1-fråga-18.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",18,"Kvantitativ jämförelse potens","images/2013-ht/kvant-1-fråga-18.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",18,"Kvantitativ jämförelse potens","images/2013-ht/kvant-1-fråga-18.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",18,"Kvantitativ jämförelse potens","images/2013-ht/kvant-1-fråga-18.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",19,"Kvantitativ jämförelse geometri","images/2013-ht/kvant-1-fråga-19.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",19,"Kvantitativ jämförelse geometri","images/2013-ht/kvant-1-fråga-19.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",19,"Kvantitativ jämförelse geometri","images/2013-ht/kvant-1-fråga-19.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",19,"Kvantitativ jämförelse geometri","images/2013-ht/kvant-1-fråga-19.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",20,"Summan av n positiva tal är lika med summan av m positiva tal.","images/2013-ht/kvant-1-fråga-20.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",20,"Summan av n positiva tal är lika med summan av m positiva tal.","images/2013-ht/kvant-1-fråga-20.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",20,"Summan av n positiva tal är lika med summan av m positiva tal.","images/2013-ht/kvant-1-fråga-20.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",20,"Summan av n positiva tal är lika med summan av m positiva tal.","images/2013-ht/kvant-1-fråga-20.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",21,"a, b, c, d och e är fem på varandra följande heltal sådana att a < b < c < d < e och a = –2d.","images/2013-ht/kvant-1-fråga-21.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",21,"a, b, c, d och e är fem på varandra följande heltal sådana att a < b < c < d < e och a = –2d.","images/2013-ht/kvant-1-fråga-21.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",21,"a, b, c, d och e är fem på varandra följande heltal sådana att a < b < c < d < e och a = –2d.","images/2013-ht/kvant-1-fråga-21.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",21,"a, b, c, d och e är fem på varandra följande heltal sådana att a < b < c < d < e och a = –2d.","images/2013-ht/kvant-1-fråga-21.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",22,"x(1 – x) > 0","images/2013-ht/kvant-1-fråga-22.png","A","I är större än II","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",22,"x(1 – x) > 0","images/2013-ht/kvant-1-fråga-22.png","B","II är större än I","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",22,"x(1 – x) > 0","images/2013-ht/kvant-1-fråga-22.png","C","I är lika med II","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",22,"x(1 – x) > 0","images/2013-ht/kvant-1-fråga-22.png","D","informationen är otillräcklig","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",23,"På en buss finns det 8 män och 14 kvinnor. Hur många av personerna på bussen har hatt?","images/2013-ht/kvant-1-fråga-23.png","A","i (1) men ej i (2)","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",23,"På en buss finns det 8 män och 14 kvinnor. Hur många av personerna på bussen har hatt?","images/2013-ht/kvant-1-fråga-23.png","B","i (2) men ej i (1)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",23,"På en buss finns det 8 män och 14 kvinnor. Hur många av personerna på bussen har hatt?","images/2013-ht/kvant-1-fråga-23.png","C","i (1) tillsammans med (2)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",23,"På en buss finns det 8 män och 14 kvinnor. Hur många av personerna på bussen har hatt?","images/2013-ht/kvant-1-fråga-23.png","D","i (1) och (2) var för sig","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",23,"På en buss finns det 8 män och 14 kvinnor. Hur många av personerna på bussen har hatt?","images/2013-ht/kvant-1-fråga-23.png","E","ej genom de båda påståendena","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",24,"I en ladugård finns enbart grisar, höns och får. Hur många djur finns i ladugården?","images/2013-ht/kvant-1-fråga-24.png","A","i (1) men ej i (2)","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",24,"I en ladugård finns enbart grisar, höns och får. Hur många djur finns i ladugården?","images/2013-ht/kvant-1-fråga-24.png","B","i (2) men ej i (1)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",24,"I en ladugård finns enbart grisar, höns och får. Hur många djur finns i ladugården?","images/2013-ht/kvant-1-fråga-24.png","C","i (1) tillsammans med (2)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",24,"I en ladugård finns enbart grisar, höns och får. Hur många djur finns i ladugården?","images/2013-ht/kvant-1-fråga-24.png","D","i (1) och (2) var för sig","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",24,"I en ladugård finns enbart grisar, höns och får. Hur många djur finns i ladugården?","images/2013-ht/kvant-1-fråga-24.png","E","ej genom de båda påståendena","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",25,"Vinkeln d är yttervinkel till vinkeln c i triangeln ABC. Hur stor är yttervinkeln d?","images/2013-ht/kvant-1-fråga-25.png","A","i (1) men ej i (2)","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",25,"Vinkeln d är yttervinkel till vinkeln c i triangeln ABC. Hur stor är yttervinkeln d?","images/2013-ht/kvant-1-fråga-25.png","B","i (2) men ej i (1)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",25,"Vinkeln d är yttervinkel till vinkeln c i triangeln ABC. Hur stor är yttervinkeln d?","images/2013-ht/kvant-1-fråga-25.png","C","i (1) tillsammans med (2)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",25,"Vinkeln d är yttervinkel till vinkeln c i triangeln ABC. Hur stor är yttervinkeln d?","images/2013-ht/kvant-1-fråga-25.png","D","i (1) och (2) var för sig","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",25,"Vinkeln d är yttervinkel till vinkeln c i triangeln ABC. Hur stor är yttervinkeln d?","images/2013-ht/kvant-1-fråga-25.png","E","ej genom de båda påståendena","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",26,"Anna och Karin fyller båda år den 4 juli. Hur gammal var Karin den 4 juli 2001?","images/2013-ht/kvant-1-fråga-26.png","A","i (1) men ej i (2)","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",26,"Anna och Karin fyller båda år den 4 juli. Hur gammal var Karin den 4 juli 2001?","images/2013-ht/kvant-1-fråga-26.png","B","i (2) men ej i (1)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",26,"Anna och Karin fyller båda år den 4 juli. Hur gammal var Karin den 4 juli 2001?","images/2013-ht/kvant-1-fråga-26.png","C","i (1) tillsammans med (2)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",26,"Anna och Karin fyller båda år den 4 juli. Hur gammal var Karin den 4 juli 2001?","images/2013-ht/kvant-1-fråga-26.png","D","i (1) och (2) var för sig","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",26,"Anna och Karin fyller båda år den 4 juli. Hur gammal var Karin den 4 juli 2001?","images/2013-ht/kvant-1-fråga-26.png","E","ej genom de båda påståendena","","False",""


"Högskoleprovet HT 2013","kvantitativ 1",27,"En röd och en grön bil startade från samma punkt och körde i motsatta riktningar under 2 timmar. De hade då tillsammans kört 234 km. Vilken var respektive bils medelhastighet?","images/2013-ht/kvant-1-fråga-27.png","A","i (1) men ej i (2)","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",27,"En röd och en grön bil startade från samma punkt och körde i motsatta riktningar under 2 timmar. De hade då tillsammans kört 234 km. Vilken var respektive bils medelhastighet?","images/2013-ht/kvant-1-fråga-27.png","B","i (2) men ej i (1)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",27,"En röd och en grön bil startade från samma punkt och körde i motsatta riktningar under 2 timmar. De hade då tillsammans kört 234 km. Vilken var respektive bils medelhastighet?","images/2013-ht/kvant-1-fråga-27.png","C","i (1) tillsammans med (2)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",27,"En röd och en grön bil startade från samma punkt och körde i motsatta riktningar under 2 timmar. De hade då tillsammans kört 234 km. Vilken var respektive bils medelhastighet?","images/2013-ht/kvant-1-fråga-27.png","D","i (1) och (2) var för sig","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",27,"En röd och en grön bil startade från samma punkt och körde i motsatta riktningar under 2 timmar. De hade då tillsammans kört 234 km. Vilken var respektive bils medelhastighet?","images/2013-ht/kvant-1-fråga-27.png","E","ej genom de båda påståendena","","False",""

"Högskoleprovet HT 2013","kvantitativ 1",28,"På en marknad står tre marknadsstånd på rad som säljer var sin produkt. Produkterna är tröjor, strumpor och byxor. En av dessa produkter är enbart svart, en är enbart vit och en är enbart blå. Det mittersta marknadsståndet säljer tröjor. Vilken färg har strumporna som säljs?","images/2013-ht/kvant-1-fråga-28.png","A","i (1) men ej i (2)","","True",""
"Högskoleprovet HT 2013","kvantitativ 1",28,"På en marknad står tre marknadsstånd på rad som säljer var sin produkt. Produkterna är tröjor, strumpor och byxor. En av dessa produkter är enbart svart, en är enbart vit och en är enbart blå. Det mittersta marknadsståndet säljer tröjor. Vilken färg har strumporna som säljs?","images/2013-ht/kvant-1-fråga-28.png","B","i (2) men ej i (1)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",28,"På en marknad står tre marknadsstånd på rad som säljer var sin produkt. Produkterna är tröjor, strumpor och byxor. En av dessa produkter är enbart svart, en är enbart vit och en är enbart blå. Det mittersta marknadsståndet säljer tröjor. Vilken färg har strumporna som säljs?","images/2013-ht/kvant-1-fråga-28.png","C","i (1) tillsammans med (2)","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",28,"På en marknad står tre marknadsstånd på rad som säljer var sin produkt. Produkterna är tröjor, strumpor och byxor. En av dessa produkter är enbart svart, en är enbart vit och en är enbart blå. Det mittersta marknadsståndet säljer tröjor. Vilken färg har strumporna som säljs?","images/2013-ht/kvant-1-fråga-28.png","D","i (1) och (2) var för sig","","False",""
"Högskoleprovet HT 2013","kvantitativ 1",28,"På en marknad står tre marknadsstånd på rad som säljer var sin produkt. Produkterna är tröjor, strumpor och byxor. En av dessa produkter är enbart svart, en är enbart vit och en är enbart blå. Det mittersta marknadsståndet säljer tröjor. Vilken färg har strumporna som säljs?","images/2013-ht/kvant-1-fråga-28.png","E","ej genom de båda påståendena","","False",""

